namespace,action,decision,scope
microsoft.directory,microsoft.directory/userInfos/openId/read,conditional,/
microsoft.directory,microsoft.directory/userInfos/phone/read,conditional,/
microsoft.directory,microsoft.directory/userInfos/profile/read,conditional,/
microsoft.directory,microsoft.directory/users/activateServicePlan,allowed,/
microsoft.directory,microsoft.directory/users/allProperties/allTasks,invalidAction,/
microsoft.directory,microsoft.directory/users/allProperties/read,invalidAction,/
microsoft.directory,microsoft.directory/users/appRoleAssignments/read,allowed,/
microsoft.directory,microsoft.directory/users/appRoleAssignments/update,notAllowed,/
microsoft.directory,microsoft.directory/users/assignLicense,notAllowed,/
microsoft.directory,microsoft.directory/users/authenticationMethods.email/basic/update,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.email/create,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.email/delete,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.email/standard/read,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.email/standard/restrictedRead,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.fido2/basic/update,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.fido2/create,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.fido2/delete,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.fido2/standard/read,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.fido2/standard/restrictedRead,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.microsoftAuthenticator/basic/update,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.microsoftAuthenticator/create,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.microsoftAuthenticator/delete,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.microsoftAuthenticator/standard/read,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.microsoftAuthenticator/standard/restrictedRead,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.password/basic/update,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.password/create,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.password/delete,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.passwordlessMicrosoftAuthenticator/basic/update,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.passwordlessMicrosoftAuthenticator/create,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.passwordlessMicrosoftAuthenticator/delete,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.passwordlessMicrosoftAuthenticator/standard/read,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.passwordlessMicrosoftAuthenticator/standard/restrictedRead,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.password/standard/read,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.password/standard/restrictedRead,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.securityQuestion/basic/update,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.securityQuestion/create,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.securityQuestion/delete,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.securityQuestion/standard/read,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.securityQuestion/standard/restrictedRead,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.sms/basic/update,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.sms/create,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.sms/delete,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.sms/standard/read,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.sms/standard/restrictedRead,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.softwareOath/basic/update,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.softwareOath/create,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.softwareOath/delete,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.softwareOath/standard/read,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.softwareOath/standard/restrictedRead,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.temporaryAccessPass/basic/update,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.temporaryAccessPass/create,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.temporaryAccessPass/delete,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.temporaryAccessPass/standard/read,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.temporaryAccessPass/standard/restrictedRead,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.voice/basic/update,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.voice/create,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.voice/delete,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.voice/standard/read,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods.voice/standard/restrictedRead,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods/basic/update,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods/create,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods/delete,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods/standard/read,conditional,/
microsoft.directory,microsoft.directory/users/authenticationMethods/standard/restrictedRead,conditional,/
microsoft.directory,microsoft.directory/users/authorizationInfo/update,notAllowed,/
microsoft.directory,microsoft.directory/users/basicProfile/read,notAllowed,/
microsoft.directory,microsoft.directory/users/basicProfile/update,conditional,/
microsoft.directory,microsoft.directory/users/basic/update,notAllowed,/
microsoft.directory,microsoft.directory/users/changePassword,conditional,/
microsoft.directory,microsoft.directory/users/contactInfo/update,notAllowed,/
microsoft.directory,microsoft.directory/users/contactProfile/update,notAllowed,/
microsoft.directory,microsoft.directory/users/convertExternalToInternalMemberUser,notAllowed,/
microsoft.directory,microsoft.directory/users/create,notAllowed,/
microsoft.directory,microsoft.directory/users/customSecurityAttributes/read,notAllowed,/
microsoft.directory,microsoft.directory/users/customSecurityAttributes/update,notAllowed,/
microsoft.directory,microsoft.directory/users/delete,notAllowed,/
microsoft.directory,microsoft.directory/users/deviceForResourceAccount/read,allowed,/
microsoft.directory,microsoft.directory/users/directReports/read,allowed,/
microsoft.directory,microsoft.directory/users/disable,notAllowed,/
microsoft.directory,microsoft.directory/users/eligibleMemberOf/read,notAllowed,/
microsoft.directory,microsoft.directory/users/enable,notAllowed,/
microsoft.directory,microsoft.directory/users/extensionProperties/update,notAllowed,/
microsoft.directory,microsoft.directory/users/extensionProperties/update,notAllowed,/
microsoft.directory,microsoft.directory/users/guestBasicProfile/limitedRead,notAllowed,/
microsoft.directory,microsoft.directory/users/identities/read,notAllowed,/
microsoft.directory,microsoft.directory/users/identities/update,conditional,/
microsoft.directory,microsoft.directory/users/invalidateAllRefreshTokens,conditional,/
microsoft.directory,microsoft.directory/users/invitedBy/read,notAllowed,/
microsoft.directory,microsoft.directory/users/inviteGuest,allowed,/
microsoft.directory,microsoft.directory/users/jobInfo/update,notAllowed,/
microsoft.directory,microsoft.directory/users/licenseDetails/read,allowed,/
microsoft.directory,microsoft.directory/users/lifeCycleInfo/read,notAllowed,/
microsoft.directory,microsoft.directory/users/mail/read,notAllowed,/
microsoft.directory,microsoft.directory/users/manager/read,allowed,/
microsoft.directory,microsoft.directory/users/manager/update,notAllowed,/
microsoft.directory,microsoft.directory/users/memberOf/read,allowed,/
microsoft.directory,microsoft.directory/users/mobile/update,conditional,/
microsoft.directory,microsoft.directory/users/oAuth2PermissionGrants/read,allowed,/
microsoft.directory,microsoft.directory/users/ownedDevices/read,allowed,/
microsoft.directory,microsoft.directory/users/ownedObjects/read,allowed,/
microsoft.directory,microsoft.directory/users/parentalControls/update,notAllowed,/
microsoft.directory,microsoft.directory/users/passwordPolicies/update,notAllowed,/
microsoft.directory,microsoft.directory/users/password/update,notAllowed,/
microsoft.directory,microsoft.directory/users/pendingMemberOf/read,notAllowed,/
microsoft.directory,microsoft.directory/users/photo/read,allowed,/
microsoft.directory,microsoft.directory/users/photo/update,notAllowed,/
microsoft.directory,microsoft.directory/users/preferredDataLocation/update,notAllowed,/
microsoft.directory,microsoft.directory/users/registeredDevices/read,allowed,/
microsoft.directory,microsoft.directory/users/reprocessLicenseAssignment,notAllowed,/
microsoft.directory,microsoft.directory/users/restore,notAllowed,/
microsoft.directory,microsoft.directory/users/scopedRoleMemberOf/read,allowed,/
microsoft.directory,microsoft.directory/users/searchableDeviceKey/update,conditional,/
microsoft.directory,microsoft.directory/users/sponsors/read,allowed,/
microsoft.directory,microsoft.directory/users/sponsors/update,notAllowed,/
microsoft.directory,microsoft.directory/users/sponsors/update,notAllowed,/
microsoft.directory,microsoft.directory/users/standard/read,allowed,/
microsoft.directory,microsoft.directory/users/strongAuthentication/read,notAllowed,/
microsoft.directory,microsoft.directory/users/strongAuthentication/update,notAllowed,/
microsoft.directory,microsoft.directory/users/usageLocation/update,notAllowed,/
microsoft.directory,microsoft.directory/users/userPrincipalName/read,notAllowed,/
microsoft.directory,microsoft.directory/users/userPrincipalName/update,notAllowed,/
microsoft.directory,microsoft.directory/users/userType/update,notAllowed,/
microsoft.directory,microsoft.directory/verifiableCredentials/configuration/allProperties/read,invalidAction,/
microsoft.directory,microsoft.directory/verifiableCredentials/configuration/allProperties/update,invalidAction,/
microsoft.directory,microsoft.directory/verifiableCredentials/configuration/contracts/allProperties/read,invalidAction,/
microsoft.directory,microsoft.directory/verifiableCredentials/configuration/contracts/allProperties/update,invalidAction,/
microsoft.directory,microsoft.directory/verifiableCredentials/configuration/contracts/cards/allProperties/read,invalidAction,/
microsoft.directory,microsoft.directory/verifiableCredentials/configuration/contracts/cards/revoke,notAllowed,/
microsoft.directory,microsoft.directory/verifiableCredentials/configuration/contracts/create,notAllowed,/
microsoft.directory,microsoft.directory/verifiableCredentials/configuration/create,notAllowed,/
microsoft.directory,microsoft.directory/verifiableCredentials/configuration/delete,notAllowed,/
microsoft.agentRegistry,microsoft.agentRegistry/allEntities/allProperties/allTasks,invalidAction,/
microsoft.agentRegistry,microsoft.agentRegistry/allEntities/allProperties/read,invalidAction,/
microsoft.azure.advancedThreatProtection,microsoft.azure.advancedThreatProtection/allEntities/allTasks,invalidAction,/
microsoft.azure.customSecurityAttributeDiagnosticSettings,microsoft.azure.customSecurityAttributeDiagnosticSettings/allEntities/allProperties/allTasks,invalidAction,/
microsoft.azure.devOps,microsoft.azure.devOps/allEntities/allTasks,invalidAction,/
microsoft.azure.informationProtection,microsoft.azure.informationProtection/allEntities/allTasks,invalidAction,/
microsoft.azure.print,microsoft.azure.print/allEntities/allProperties/allTasks,invalidAction,/
microsoft.azure.print,microsoft.azure.print/connectors/allProperties/read,invalidAction,/
microsoft.azure.print,microsoft.azure.print/printers/allProperties/read,invalidAction,/
microsoft.azure.print,microsoft.azure.print/printers/basic/update,notAllowed,/
microsoft.azure.print,microsoft.azure.print/printers/register,notAllowed,/
microsoft.azure.print,microsoft.azure.print/printers/unregister,notAllowed,/
microsoft.azure.serviceHealth,microsoft.azure.serviceHealth/allEntities/allTasks,invalidAction,/
microsoft.azure.supportTickets,microsoft.azure.supportTickets/allEntities/allTasks,invalidAction,/
microsoft.backup,microsoft.backup/allEntities/allProperties/allTasks,invalidAction,/
microsoft.backup,microsoft.backup/allEntities/allProperties/read,invalidAction,/
microsoft.backup,microsoft.backup/exchangeProtectionPolicies/allProperties/allTasks,invalidAction,/
microsoft.backup,microsoft.backup/exchangeRestoreSessions/allProperties/allTasks,invalidAction,/
microsoft.backup,microsoft.backup/oneDriveForBusinessProtectionPolicies/allProperties/allTasks,invalidAction,/
microsoft.backup,microsoft.backup/oneDriveForBusinessRestoreSessions/allProperties/allTasks,invalidAction,/
microsoft.backup,microsoft.backup/restorePoints/sites/allProperties/allTasks,invalidAction,/
microsoft.backup,microsoft.backup/restorePoints/userDrives/allProperties/allTasks,invalidAction,/
microsoft.backup,microsoft.backup/restorePoints/userMailboxes/allProperties/allTasks,invalidAction,/
microsoft.backup,microsoft.backup/sharePointProtectionPolicies/allProperties/allTasks,invalidAction,/
microsoft.backup,microsoft.backup/sharePointRestoreSessions/allProperties/allTasks,invalidAction,/
microsoft.backup,microsoft.backup/siteProtectionUnits/allProperties/allTasks,invalidAction,/
microsoft.backup,microsoft.backup/siteRestoreArtifacts/allProperties/allTasks,invalidAction,/
microsoft.backup,microsoft.backup/userDriveProtectionUnits/allProperties/allTasks,invalidAction,/
microsoft.backup,microsoft.backup/userDriveRestoreArtifacts/allProperties/allTasks,invalidAction,/
microsoft.backup,microsoft.backup/userMailboxProtectionUnits/allProperties/allTasks,invalidAction,/
microsoft.backup,microsoft.backup/userMailboxRestoreArtifacts/allProperties/allTasks,invalidAction,/
microsoft.cloudPC,microsoft.cloudPC/allEntities/allProperties/allTasks,invalidAction,/
microsoft.cloudPC,microsoft.cloudPC/allEntities/allProperties/read,invalidAction,/
microsoft.commerce.billing,microsoft.commerce.billing/allEntities/allProperties/allTasks,invalidAction,/
microsoft.commerce.billing,microsoft.commerce.billing/allEntities/allProperties/read,invalidAction,/
microsoft.commerce.billing,microsoft.commerce.billing/purchases/standard/read,notAllowed,/
microsoft.commerce.volumeLicenseServiceCenter,microsoft.commerce.volumeLicenseServiceCenter/allEntities/allTasks,invalidAction,/
microsoft.dynamics365,microsoft.dynamics365/allEntities/allTasks,invalidAction,/
microsoft.dynamics365.businessCentral,microsoft.dynamics365.businessCentral/allEntities/allProperties/allTasks,invalidAction,/
microsoft.edge,microsoft.edge/allEntities/allProperties/allTasks,invalidAction,/
microsoft.edge,microsoft.edge/allEntities/allProperties/read,invalidAction,/
microsoft.networkAccess,microsoft.networkAccess/allEntities/allProperties/allTasks,invalidAction,/
microsoft.networkAccess,microsoft.networkAccess/allEntities/allProperties/read,invalidAction,/
microsoft.networkAccess,microsoft.networkAccess/trafficLogs/standard/read,notAllowed,/
microsoft.flow,microsoft.flow/allEntities/allTasks,invalidAction,/
microsoft.graph.dataConnect,microsoft.graph.dataConnect/allEntities/allProperties/allTasks,invalidAction,/
microsoft.graph.dataConnect,microsoft.graph.dataConnect/allEntities/allProperties/read,invalidAction,/
microsoft.hardware.support,microsoft.hardware.support/shippingAddress/allProperties/allTasks,invalidAction,/
microsoft.hardware.support,microsoft.hardware.support/shippingAddress/allProperties/read,invalidAction,/
microsoft.hardware.support,microsoft.hardware.support/shippingAddress/allProperties/update,invalidAction,/
microsoft.hardware.support,microsoft.hardware.support/shippingStatus/allProperties/read,invalidAction,/
microsoft.hardware.support,microsoft.hardware.support/warrantyClaims/allProperties/allTasks,invalidAction,/
microsoft.hardware.support,microsoft.hardware.support/warrantyClaims/allProperties/read,invalidAction,/
microsoft.hardware.support,microsoft.hardware.support/warrantyClaims/createAsOwner,notAllowed,/
microsoft.healthPlatform,microsoft.healthPlatform/allEntities/allProperties/allTasks,invalidAction,/
microsoft.healthPlatform,microsoft.healthPlatform/allEntities/allProperties/read,invalidAction,/
microsoft.insights,microsoft.insights/allEntities/allProperties/allTasks,invalidAction,/
microsoft.insights,microsoft.insights/allEntities/allProperties/read,invalidAction,/
microsoft.insights,microsoft.insights/programs/allProperties/update,invalidAction,/
microsoft.insights,microsoft.insights/queries/allProperties/allTasks,invalidAction,/
microsoft.insights,microsoft.insights/reports/allProperties/read,invalidAction,/
microsoft.intune,microsoft.intune/allEntities/allTasks,invalidAction,/
microsoft.intune,microsoft.intune/allEntities/read,invalidAction,/
microsoft.microsoft365.organizationalData,microsoft.microsoft365.organizationalData/allEntities/allProperties/allTasks,invalidAction,/
microsoft.microsoft365.organizationalData,microsoft.microsoft365.organizationalData/allEntities/allProperties/read,invalidAction,/
microsoft.office365.complianceManager,microsoft.office365.complianceManager/allEntities/allTasks,invalidAction,/
microsoft.office365.desktopAnalytics,microsoft.office365.desktopAnalytics/allEntities/allTasks,invalidAction,/
microsoft.office365.exchange,microsoft.office365.exchange/allEntities/basic/allTasks,invalidAction,/
microsoft.office365.exchange,microsoft.office365.exchange/messageTracking/allProperties/allTasks,invalidAction,/
microsoft.office365.exchange,microsoft.office365.exchange/migration/allProperties/allTasks,invalidAction,/
microsoft.office365.exchange,microsoft.office365.exchange/recipients/allProperties/allTasks,invalidAction,/
microsoft.office365.knowledge,microsoft.office365.knowledge/contentUnderstanding/allProperties/allTasks,invalidAction,/
microsoft.office365.knowledge,microsoft.office365.knowledge/contentUnderstanding/analytics/allProperties/read,invalidAction,/
microsoft.office365.knowledge,microsoft.office365.knowledge/knowledgeNetwork/allProperties/allTasks,invalidAction,/
microsoft.office365.knowledge,microsoft.office365.knowledge/knowledgeNetwork/topicVisibility/allProperties/allTasks,invalidAction,/
microsoft.office365.knowledge,microsoft.office365.knowledge/learningSources/allProperties/allTasks,invalidAction,/
microsoft.office365.lockbox,microsoft.office365.lockbox/allEntities/allTasks,invalidAction,/
microsoft.office365.messageCenter,microsoft.office365.messageCenter/messages/read,notAllowed,/
microsoft.office365.messageCenter,microsoft.office365.messageCenter/securityMessages/read,notAllowed,/
microsoft.office365.network,microsoft.office365.network/locations/allProperties/allTasks,invalidAction,/
microsoft.office365.network,microsoft.office365.network/performance/allProperties/read,invalidAction,/
microsoft.office365.organizationalMessages,microsoft.office365.organizationalMessages/allEntities/allProperties/allTasks,invalidAction,/
microsoft.office365.organizationalMessages,microsoft.office365.organizationalMessages/allEntities/allProperties/read,invalidAction,/
microsoft.office365.organizationalMessages,microsoft.office365.organizationalMessages/allEntities/allProperties/update,invalidAction,/
microsoft.office365.protectionCenter,microsoft.office365.protectionCenter/allEntities/allProperties/allTasks,invalidAction,/
microsoft.office365.protectionCenter,microsoft.office365.protectionCenter/allEntities/allProperties/read,invalidAction,/
microsoft.office365.protectionCenter,microsoft.office365.protectionCenter/allEntities/allProperties/update,invalidAction,/
microsoft.office365.protectionCenter,microsoft.office365.protectionCenter/allEntities/basic/update,invalidAction,/
microsoft.office365.protectionCenter,microsoft.office365.protectionCenter/allEntities/standard/read,invalidAction,/
microsoft.office365.protectionCenter,microsoft.office365.protectionCenter/attackSimulator/payload/allProperties/allTasks,invalidAction,/
microsoft.office365.protectionCenter,microsoft.office365.protectionCenter/attackSimulator/payload/allProperties/read,invalidAction,/
microsoft.office365.protectionCenter,microsoft.office365.protectionCenter/attackSimulator/reports/allProperties/read,invalidAction,/
microsoft.office365.protectionCenter,microsoft.office365.protectionCenter/attackSimulator/simulation/allProperties/allTasks,invalidAction,/
microsoft.office365.protectionCenter,microsoft.office365.protectionCenter/attackSimulator/simulation/allProperties/read,invalidAction,/
microsoft.office365.protectionCenter,microsoft.office365.protectionCenter/sensitivityLabels/allProperties/read,invalidAction,/
microsoft.office365.search,microsoft.office365.search/allEntities/allTasks,invalidAction,/
microsoft.office365.search,microsoft.office365.search/content/manage,notAllowed,/
microsoft.office365.securityComplianceCenter,microsoft.office365.securityComplianceCenter/allEntities/allTasks,invalidAction,/
microsoft.office365.securityComplianceCenter,microsoft.office365.securityComplianceCenter/allEntities/read,invalidAction,/
microsoft.office365.serviceHealth,microsoft.office365.serviceHealth/allEntities/allTasks,invalidAction,/
microsoft.office365.sharePoint,microsoft.office365.sharePoint/allEntities/allTasks,invalidAction,/
microsoft.office365.skypeForBusiness,microsoft.office365.skypeForBusiness/allEntities/allTasks,invalidAction,/
microsoft.office365.supportTickets,microsoft.office365.supportTickets/allEntities/allTasks,invalidAction,/
microsoft.office365.usageReports,microsoft.office365.usageReports/allEntities/allProperties/read,invalidAction,/
microsoft.office365.usageReports,microsoft.office365.usageReports/allEntities/standard/read,invalidAction,/
microsoft.office365.userCommunication,microsoft.office365.userCommunication/allEntities/allTasks,invalidAction,/
microsoft.office365.webPortal,microsoft.office365.webPortal/allEntities/standard/read,invalidAction,/
microsoft.office365.yammer,microsoft.office365.yammer/allEntities/allProperties/allTasks,invalidAction,/
microsoft.office365.yammer,microsoft.office365.yammer/allEntities/allProperties/read,invalidAction,/
microsoft.office365.copilot,microsoft.office365.copilot/allEntities/allProperties/allTasks,invalidAction,/
microsoft.office365.copilot,microsoft.office365.copilot/allEntities/allProperties/read,invalidAction,/
microsoft.office365.fileStorageContainers,microsoft.office365.fileStorageContainers/allEntities/allProperties/allTasks,invalidAction,/
microsoft.office365.fileStorageContainers,microsoft.office365.fileStorageContainers/allEntities/allProperties/read,invalidAction,/
microsoft.office365.migrations,microsoft.office365.migrations/allEntities/allProperties/allTasks,invalidAction,/
microsoft.office365.sharePointAdvancedManagement,microsoft.office365.sharePointAdvancedManagement/allEntities/allProperties/allTasks,invalidAction,/
microsoft.people,microsoft.people/users/photo/read,notAllowed,/
microsoft.people,microsoft.people/users/photo/update,notAllowed,/
microsoft.people,microsoft.people/users/photo/update,notAllowed,/
microsoft.people,microsoft.people/users/photo/update,notAllowed,/
microsoft.peopleAdmin,microsoft.peopleAdmin/organization/allProperties/read,invalidAction,/
microsoft.peopleAdmin,microsoft.peopleAdmin/organization/allProperties/update,invalidAction,/
microsoft.permissionsManagement,microsoft.permissionsManagement/allEntities/allProperties/allTasks,invalidAction,/
microsoft.permissionsManagement,microsoft.permissionsManagement/allEntities/allProperties/read,invalidAction,/
microsoft.places,microsoft.places/allEntities/allProperties/allTasks,invalidAction,/
microsoft.powerApps,microsoft.powerApps/allEntities/allTasks,invalidAction,/
microsoft.powerApps.powerBI,microsoft.powerApps.powerBI/allEntities/allTasks,invalidAction,/
microsoft.teams,microsoft.teams/allEntities/allProperties/allTasks,invalidAction,/
microsoft.teams,microsoft.teams/allEntities/allProperties/read,invalidAction,/
microsoft.teams,microsoft.teams/callQuality/allProperties/read,invalidAction,/
microsoft.teams,microsoft.teams/callQuality/standard/read,notAllowed,/
microsoft.teams,microsoft.teams/devices/standard/read,notAllowed,/
microsoft.teams,microsoft.teams/meetings/allProperties/allTasks,invalidAction,/
microsoft.teams,microsoft.teams/policies/externalAccessPolicy/allTasks,invalidAction,/
microsoft.teams,microsoft.teams/voice/allProperties/allTasks,invalidAction,/
microsoft.virtualVisits,microsoft.virtualVisits/allEntities/allProperties/allTasks,invalidAction,/
microsoft.virtualVisits,microsoft.virtualVisits/allEntities/allProperties/read,invalidAction,/
microsoft.viva.glint,microsoft.viva.glint/allEntities/allProperties/allTasks,invalidAction,/
microsoft.viva.glint,microsoft.viva.glint/allEntities/allProperties/read,invalidAction,/
microsoft.viva.goals,microsoft.viva.goals/allEntities/allProperties/allTasks,invalidAction,/
microsoft.viva.goals,microsoft.viva.goals/allEntities/allProperties/read,invalidAction,/
microsoft.viva.pulse,microsoft.viva.pulse/allEntities/allProperties/allTasks,invalidAction,/
microsoft.viva.pulse,microsoft.viva.pulse/allEntities/allProperties/read,invalidAction,/
microsoft.windows.defenderAdvancedThreatProtection,microsoft.windows.defenderAdvancedThreatProtection/allEntities/allTasks,invalidAction,/
microsoft.windows.updatesDeployments,microsoft.windows.updatesDeployments/allEntities/allProperties/allTasks,invalidAction,/
microsoft.windows.updatesDeployments,microsoft.windows.updatesDeployments/allEntities/allProperties/read,invalidAction,/
